name,level1CategoryName,packageName
第一赛道,体育运动,https://app.mi.com/details?id=com.sport.record
Zepp,体育运动,https://app.mi.com/details?id=com.huami.watch.hmwatchmanager
我的钓场,体育运动,https://app.mi.com/details?id=com.njpl.fishplace
Loop,体育运动,https://app.mi.com/details?id=com.justjump.loop
弈客围棋,体育运动,https://app.mi.com/details?id=com.indeed.golinks
七彩计步,体育运动,https://app.mi.com/details?id=com.xmbranch.rainbow
多多锦鲤,体育运动,https://app.mi.com/details?id=com.xmbranch.carpmore
芝麻步数,体育运动,https://app.mi.com/details?id=com.xmbranch.zhima
懒人Club,体育运动,https://app.mi.com/details?id=com.lryj.lazyfit
WeGym,体育运动,https://app.mi.com/details?id=osl.wegym.app
天天爱计步,体育运动,https://app.mi.com/details?id=vip.fish.everydaylovesteps
多多走路,体育运动,https://app.mi.com/details?id=fish.cat.duoduowalkingsecond
百利恒运动,体育运动,https://app.mi.com/details?id=com.zoesap.jianshen
全民爱计步,体育运动,https://app.mi.com/details?id=apple.dog.walltocounternext
记步助手,体育运动,https://app.mi.com/details?id=happy.animal.stepassistantsecond
走路多宝,体育运动,https://app.mi.com/details?id=happy.cat.walkingtreasurenext
满分跳绳,体育运动,https://app.mi.com/details?id=com.icomon.skipJoy
Hard,体育运动,https://app.mi.com/details?id=com.walnutin.hardsport
享乐客,体育运动,https://app.mi.com/details?id=com.unicomfort.sport
引体向上,体育运动,https://app.mi.com/details?id=com.tanma.sportsguide
微步世界,体育运动,https://app.mi.com/details?id=com.ljwy.weibu
佳速度,体育运动,https://app.mi.com/details?id=com.garmin.android.apps.gccm
超级猩猩,体育运动,https://app.mi.com/details?id=cn.com.supermonkey.supermonkeyapp
小喔健身,体育运动,https://app.mi.com/details?id=com.xiaowo.sport
FITURE,体育运动,https://app.mi.com/details?id=com.fiture.taurus
HryFine,体育运动,https://app.mi.com/details?id=com.whs.ylsh
MasWear,体育运动,https://app.mi.com/details?id=com.lhzl.maswear
M2 Wear,体育运动,https://app.mi.com/details?id=com.lianhezhuli.mtwear
乐刻运动,体育运动,https://app.mi.com/details?id=com.leoao.fitness
腾讯体育-看冬奥会NBA德甲欧冠,体育运动,https://app.mi.com/details?id=com.tencent.qqsports
PK虎,体育运动,https://app.mi.com/details?id=com.jc.pktiger
央视体育,体育运动,https://app.mi.com/details?id=com.cctv.cctv5ultimate
GOSKI去滑雪,体育运动,https://app.mi.com/details?id=com.goski.gosking
有心跳-舞蹈、跳舞、学舞神器,体育运动,https://app.mi.com/details?id=cn.train2win.ai
酷约运动,体育运动,https://app.mi.com/details?id=com.kuyueyundong2021
网易红彩,体育运动,https://app.mi.com/details?id=com.netease.lotterynews
律动健康,体育运动,https://app.mi.com/details?id=com.ld.spriteld
时分计步,体育运动,https://app.mi.com/details?id=com.xmbranch.shifen
EConnected,体育运动,https://app.mi.com/details?id=com.tymate.domyos.connected
豫见指导员,体育运动,https://app.mi.com/details?id=com.bdr.shzdy
锦鲤宝,体育运动,https://app.mi.com/details?id=com.xmbranch.carpfruit
KS Fit,体育运动,https://app.mi.com/details?id=com.kingsmith.xiaojin
黑加,体育运动,https://app.mi.com/details?id=com.ryeex.groot
足球财富,体育运动,https://app.mi.com/details?id=com.rrc.footballwealth
E-Sports,体育运动,https://app.mi.com/details?id=com.fan.asiangameshz
如初,体育运动,https://app.mi.com/details?id=com.jkpg.ruchu
体职连线,体育运动,https://app.mi.com/details?id=com.sinosportsunion
盆友产后坐月子恢复优健康运动,体育运动,https://app.mi.com/details?id=com.gminsz.penyou
小飞龙,体育运动,https://app.mi.com/details?id=com.bsw.loallout
小米运动,体育运动,https://app.mi.com/details?id=com.xiaomi.hm.health
GoFit开练,体育运动,https://app.mi.com/details?id=com.yuanlue.sportnote
新浪体育,体育运动,https://app.mi.com/details?id=cn.com.sina.sports
READsport,体育运动,https://app.mi.com/details?id=com.hard.readsport
汇舞,体育运动,https://app.mi.com/details?id=com.latinhui.huiwu
走路有宝,体育运动,https://app.mi.com/details?id=vip.qufenqian.wallhasbao
伟德国际健身,体育运动,https://app.mi.com/details?id=com.weidejianshen.sports
早晚广场舞,体育运动,https://app.mi.com/details?id=cn.zwgcw
浙江户外,体育运动,https://app.mi.com/details?id=com.zhanqi.travel
全云动,体育运动,https://app.mi.com/details?id=cloud.runball.bazu
梦幻赛事,体育运动,https://app.mi.com/details?id=com.v1.dream
快数-跳绳深蹲智能计数健身运动,体育运动,https://app.mi.com/details?id=com.dongzhe.kuaishu
马拉松报名,体育运动,https://app.mi.com/details?id=com.hpaopao.marathon
跑跑,体育运动,https://app.mi.com/details?id=com.libo.running
乐心,体育运动,https://app.mi.com/details?id=com.lifesense.alice
减肥,体育运动,https://app.mi.com/details?id=com.aokj.loseweight
骑记,体育运动,https://app.mi.com/details?id=cc.iriding.mobile
一起走专业版,体育运动,https://app.mi.com/details?id=com.yiqizou.ewalking.pro
每日瑜伽,体育运动,https://app.mi.com/details?id=com.dailyyoga.cn
17嗨,体育运动,https://app.mi.com/details?id=com.techplussports.fitness
校体云,体育运动,https://app.mi.com/details?id=com.zjwh.xiaoticloud
运动健康,体育运动,https://app.mi.com/details?id=com.huawei.health
有佣有物,时尚购物,https://app.mi.com/details?id=com.yyywu.app
二手车之家-买车卖车估值,时尚购物,https://app.mi.com/details?id=com.autohome.usedcar
CiE美妆创新展,时尚购物,https://app.mi.com/details?id=com.pinguan.app
今日买车,时尚购物,https://app.mi.com/details?id=com.jws.cencobuy
az全球购,时尚购物,https://app.mi.com/details?id=com.azgo.globalstore
蜜蜂省钱,时尚购物,https://app.mi.com/details?id=com.mifengshengqianmfsq.app
話梅,时尚购物,https://app.mi.com/details?id=com.harmay.harmay
视频带货,时尚购物,https://app.mi.com/details?id=com.yywl.dhsq
嗖嗖,时尚购物,https://app.mi.com/details?id=com.wjkj.loosrun
慢慢买-比价助手,时尚购物,https://app.mi.com/details?id=com.manmanbuy.bijia
号令天下,时尚购物,https://app.mi.com/details?id=net.hltx.app
骑士商祺,时尚购物,https://app.mi.com/details?id=com.black.blucky
华硕商城,时尚购物,https://app.mi.com/details?id=com.tonglubao.asusstore
九机网,时尚购物,https://app.mi.com/details?id=ch999.app.UI
悬赏猫,时尚购物,https://app.mi.com/details?id=com.ucvnf.kfhu
全民邀约,时尚购物,https://app.mi.com/details?id=com.qirun.qm
真厉害,时尚购物,https://app.mi.com/details?id=com.jy.hotwheel
真珠美学,时尚购物,https://app.mi.com/details?id=com.zzmx.mall
购真实,时尚购物,https://app.mi.com/details?id=com.zxc.vrgo
幸福小站,时尚购物,https://app.mi.com/details?id=com.insthub.xfxz
HONEYPAL,时尚购物,https://app.mi.com/details?id=cn.honeypal.shop
闻闻,时尚购物,https://app.mi.com/details?id=com.dhh.easy.easyims
51山克油商家端,时尚购物,https://app.mi.com/details?id=com.dsrz.skystore
福利超市,时尚购物,https://app.mi.com/details?id=com.xiangyao.welfare
销巴生活,时尚购物,https://app.mi.com/details?id=com.shallbuy.xiaoba.life
独角秀好店,时尚购物,https://app.mi.com/details?id=com.paomi.goodshop
葵花市场,时尚购物,https://app.mi.com/details?id=com.flowerclient.app
万物,时尚购物,https://app.mi.com/details?id=com.guandu.administrator.allsecuroty
歌德老酒行,时尚购物,https://app.mi.com/details?id=com.yek.android.gede
拍卖之家,时尚购物,https://app.mi.com/details?id=com.auctionhome.android.auctionhome
利群采购平台,时尚购物,https://app.mi.com/details?id=com.liqunshop.mobile
利群网商,时尚购物,https://app.mi.com/details?id=com.liqun.liqws
聚源美汇,时尚购物,https://app.mi.com/details?id=com.jycj.juyuanmeihui
左家右厨,时尚购物,https://app.mi.com/details?id=com.akuhome.jingyaoyun
聚源美汇商盟,时尚购物,https://app.mi.com/details?id=com.jycj.juyuanmeihui.business
奢联云销,时尚购物,https://app.mi.com/details?id=com.ibaodashi.shelian
建连连,时尚购物,https://app.mi.com/details?id=com.jll.jls
简禾易购,时尚购物,https://app.mi.com/details?id=com.jianheyigou.purchaser
简禾供货商,时尚购物,https://app.mi.com/details?id=com.jianheyigou.supplier
斗泉,时尚购物,https://app.mi.com/details?id=com.douquan.qianbi
云米,时尚购物,https://app.mi.com/details?id=com.yunmi.water
公路商店,时尚购物,https://app.mi.com/details?id=com.ontheroadstore.hs
捷安盛,时尚购物,https://app.mi.com/details?id=com.zcyx.bg
轻链,时尚购物,https://app.mi.com/details?id=com.tyjh.lightchain
县优优,时尚购物,https://app.mi.com/details?id=com.yuduyx.shop
拼多多,时尚购物,https://app.mi.com/details?id=com.xunmeng.pinduoduo
婚礼纪商家版,时尚购物,https://app.mi.com/details?id=com.hunliji.marrybiz
洋葱OMALL,时尚购物,https://app.mi.com/details?id=com.msyc.onion
高佣省钱,时尚购物,https://app.mi.com/details?id=com.yoc.daxi.gysq
瓶瓶,时尚购物,https://app.mi.com/details?id=com.universe.bottle
活色生香,时尚购物,https://app.mi.com/details?id=com.wl.luhuo
蜜蜂机械商户,时尚购物,https://app.mi.com/details?id=com.zzb.bulletMerchant
手机天猫,时尚购物,https://app.mi.com/details?id=com.tmall.wireless
优衣库,时尚购物,https://app.mi.com/details?id=com.yek.android.uniqlo
冻品e港,时尚购物,https://app.mi.com/details?id=com.coldeal.app
爱买特,时尚购物,https://app.mi.com/details?id=com.aimart.retail
雪狮悠选,时尚购物,https://app.mi.com/details?id=com.xsgyl.lhz
京东商选,时尚购物,https://app.mi.com/details?id=com.jd.hyt
云创空间,时尚购物,https://app.mi.com/details?id=com.by.yckj
智鹊好物,时尚购物,https://app.mi.com/details?id=com.company.zqkj.good_commodity
购利宝,时尚购物,https://app.mi.com/details?id=com.goolibao.ujc
筑巢康品,时尚购物,https://app.mi.com/details?id=uni.UNI8523853
豆牛,时尚购物,https://app.mi.com/details?id=com.ymt360.app.yu
考拉海购-世界对我的偏爱,时尚购物,https://app.mi.com/details?id=com.kaola
小宠云购,时尚购物,https://app.mi.com/details?id=com.xcyg.app
惠省多多,时尚购物,https://app.mi.com/details?id=com.shhh.hsdd
过日子优惠,时尚购物,https://app.mi.com/details?id=com.tonnyc.grz
华泽微福,时尚购物,https://app.mi.com/details?id=io.dcloud.Hzwf
月亮小屋,时尚购物,https://app.mi.com/details?id=cn.com.bluemoon.bluehouse
Feelunique,时尚购物,https://app.mi.com/details?id=com.wta.NewCloudApp.jiuwei207279
MIINTO,时尚购物,https://app.mi.com/details?id=com.azoya.cecsmiinto
e9平台,时尚购物,https://app.mi.com/details?id=com.baiheba.hvateng
靠谱家,时尚购物,https://app.mi.com/details?id=com.hexy.lansiu
聚津APP,时尚购物,https://app.mi.com/details?id=com.jujin.app
乐活秀,时尚购物,https://app.mi.com/details?id=com.lohashow.app.c
兴盛优选,时尚购物,https://app.mi.com/details?id=com.xsyx.user
鲜动员,时尚购物,https://app.mi.com/details?id=com.jiayumuye
一亩田,时尚购物,https://app.mi.com/details?id=com.ymt360.app.mass
芯舍,时尚购物,https://app.mi.com/details?id=com.smzdm.client.xins
Nike,时尚购物,https://app.mi.com/details?id=com.nike.omega
易商,时尚购物,https://app.mi.com/details?id=com.cfastech.mendian
海拍客,时尚购物,https://app.mi.com/details?id=com.ytmallapp
白菜优惠券,时尚购物,https://app.mi.com/details?id=com.lf.coupon
徽鱼,时尚购物,https://app.mi.com/details?id=com.ahrykj.huiyu
阿呆猫集采,时尚购物,https://app.mi.com/details?id=com.admalltech.b2s
惠汪省钱,时尚购物,https://app.mi.com/details?id=com.xiamizk.xiami
箭猪优快,时尚购物,https://app.mi.com/details?id=com.jzyk
厨味诱惑餐饮管理,时尚购物,https://app.mi.com/details?id=com.chuweiyouhuo.app
美印兔兔,时尚购物,https://app.mi.com/details?id=com.meiyintutu.app
花递,时尚购物,https://app.mi.com/details?id=com.flowerdelivery
