title,types,regions,release_date,score,actors,actor_count 
同级生,"['爱情', '动画', '同性']",['日本'],2016-02-20,9.0,"['野岛健儿', '神谷浩史', '石川英郎', '高坂笃志']",4
请以你的名字呼唤我,"['剧情', '爱情', '同性']","['意大利', '法国', '巴西', '美国', '荷兰', '德国']",2017-01-22,8.9,"['艾米·汉莫', '蒂莫西·柴勒梅德', '迈克尔·斯图巴', '阿蜜拉·卡萨', '艾斯特·加瑞尔', '维克图瓦尔·杜布瓦', '旺妲·卡布里奥罗', '安东尼奥·里莫尔迪', '埃琳娜·布奇', '马可·斯格罗索', '安德列‧艾席蒙', '彼得·斯皮尔斯']",12
喜宴,"['剧情', '喜剧', '爱情', '同性', '家庭']","['中国台湾', '美国']",1993-08-04,8.9,"['赵文瑄', '郎雄', '归亚蕾', '金素梅', '米切尔·利希藤斯坦', '杨元提', '李淳', '李安', '迈克尔·加斯顿', '许永德', '汉娜·沙利文', '姚培德']",12
莫里斯,"['剧情', '爱情', '同性']",['英国'],1987-09-18,8.9,"['詹姆斯·维尔比', '休·格兰特', '鲁珀特·格雷夫斯', '丹霍姆·艾略特', '西蒙·卡洛', '比莉·怀特劳', '巴里·福斯特', '朱迪·帕瑞福特', '菲比·尼克尔斯', '帕特里克·戈弗雷', '马克·坦迪', '本·金斯利', '姬蒂·奥尔德里奇', '海伦娜·米切尔', '凯瑟琳·拉贝特', '彼得·爱', '迈克尔·吉恩', 'Mark Payton', '奥兰多·威尔斯', '玛丽亚·布里特涅娃', '米尔斯·理查森', 'Phillida Sewell', '哈里特·索普', '朱利安·沃德姆', 'Richard Warner', '让-马克·巴尔', '海伦娜·伯翰·卡特', '塞雷娜·戈登']",28
天佑鲍比,"['剧情', '传记', '同性']",['美国'],2009-01-24,8.9,"['西格妮·韦弗', '亨利·科泽尼', '瑞恩·凯利', '奥斯汀·尼可斯', '卡莉·许洛德', 'Shannon Eagen', '斯科特·贝利', '李·加林顿', 'Madge Levinson', '苏珊·鲁坦', '丹·巴特勒', '埃莱·巴德汉', 'Patrick Michael Kenney', '拉斯蒂·米哈', 'Dan Wells', 'Melanie Wilson', 'David G.B. Brown', 'Dennis Budziszewski', '杰夫·菲尔', '特维斯·R·马库姆', 'Grace Anne Rowan', 'Lauren Mae Shafer', '杰米·莫耶']",23
同性三分亲,"['剧情', '喜剧', '同性']",['美国'],1988-12-14,8.9,"['安妮·班克罗夫特', '马修·布罗德里克', '哈维·费斯特恩', '布莱恩·科尔文', '凯伦·杨', 'Eddie Castrodad', '肯·帕吉', 'John Branagan', 'Edgar Small', 'Axel Vera', 'Robert Neary', 'John Norman', 'Charles Pierce', 'Harriet C. Leider', 'John Beckman', 'Ted Hook', 'Niall Gartlan', 'Paul Joynt', '鲍勃·米诺']",19
断背山,"['剧情', '爱情', '同性', '家庭']","['美国', '加拿大']",2005-09-02,8.8,"['希斯·莱杰', '杰克·吉伦哈尔', '米歇尔·威廉姆斯', '安妮·海瑟薇', '凯特·玛拉', '兰迪·奎德', '琳达·卡德里尼', '安娜·法瑞丝', '格拉汉姆·贝克尔', '斯科特·迈克尔·坎贝尔', '大卫·哈伯', '罗伯塔·马克斯韦尔', '皮特·麦克罗比', '夏恩·希尔', '布鲁克琳·普劳克斯', '杰克·丘奇', '罗德里戈·普列托']",17
达拉斯买家俱乐部,"['剧情', '传记', '同性']",['美国'],2013-09-07,8.8,"['马修·麦康纳', '詹妮弗·加纳', '杰瑞德·莱托', '斯蒂夫·扎恩', '达拉斯·罗伯特斯', '凯文·兰金', '丹尼斯·欧哈拉', '简·麦克尼尔', '格里芬·邓恩', '詹姆斯·杜蒙特', '朱丽叶·里夫斯', '斯蒂菲·格罗特', 'J·D·埃弗摩尔', '道格拉斯·M·格里芬', '迈克尔·奥尼尔', 'Daniel Morton', '布拉德福德·考克斯', '爱德华·J·克莱尔', '唐娜·杜普兰提尔', '伊恩·卡塞尔伯里', '肖恩·博伊德', '斯科特·武田', '劳伦斯·特纳']",23
战场上的快乐圣诞,"['剧情', '战争', '同性']","['英国', '日本', '新西兰']",1983-05-11,8.8,"['大卫·鲍伊', '汤姆·康蒂', '坂本龙一', '北野武', '杰克·汤普森', '约翰尼·大仓', '阿利斯泰尔·布朗宁', '詹姆斯·马尔科姆', '克里斯·布龙', '内田裕也', '金田龙之介', '内藤刚志', '石仓民夫', '户浦六宏', '三上宽', '本间裕二', '饭岛大介', '三上博史', '增田有宏', '兼子二郎', '冈田正典']",21
面子,"['剧情', '喜剧', '爱情', '同性']",['美国'],2004-09-12,8.8,"['杨雅慧', '陈冲', '陈凌', '王进', '杨明燊', '奥托·艾森度', '杰西卡·赫特', '大卫·石', '李勋', '鹿瑜', '帕米拉·佩顿-赖特', 'Tina Johnson', 'Regina Lobiondo', 'Danny Lee', '王洛勇']",15
冬之蝉,"['剧情', '动画', '同性']",['日本'],2007-02-23,8.8,"['森川智之', '三木真一郎', '森久保祥太郎', '柿原彻也']",4
模仿游戏,"['剧情', '传记', '战争', '同性']","['英国', '美国']",2015-07-21,8.7,"['本尼迪克特·康伯巴奇', '凯拉·奈特莉', '马修·古迪', '罗里·金尼尔', '艾伦·里奇', '马修·比尔德', '查尔斯·丹斯', '马克·斯特朗', '詹姆斯·诺斯科特', '汤姆·古德曼-希尔', '史蒂芬·威丁顿', '伊兰·古德曼', '杰克·塔尔登', '埃里克斯·劳瑟', '杰克·巴农', '塔彭丝·米德尔顿', '安德鲁·哈维尔', '维尔·博登', '李·阿斯奎斯-柯', '海莉·乔安妮·培根', '安库塔·布雷班', '格雷斯·卡尔德', '理查德·坎贝尔', '温斯顿·丘吉尔', '克里斯·考林', '汉娜·弗林', '卢克·霍普', '斯图尔特·马修斯', '亚当·诺威尔', '哈里·S·杜鲁门', '蒂姆·斯蒂德', '维多利亚·威克斯', '劳伦斯·肯尼迪', '蒂姆·范·艾肯']",34
波西米亚狂想曲,"['剧情', '传记', '同性', '音乐']","['英国', '美国']",2019-03-22,8.7,"['拉米·马雷克', '本·哈迪', '约瑟夫·梅泽罗', '格威利姆·李', '艾伦·里奇', '露西·宝通', '艾丹·吉伦', '汤姆·霍兰德', '麦克·梅尔斯', '阿隆·麦克卡斯克', '梅内卡·达斯', '迪基·博', '蒂姆· 普莱斯特', '杰克·罗思', '马克斯·班内特', '基兰·哈德卡斯托', '罗斯·格林', '布鲁斯·麦克金伦', '米歇尔·邓肯', '马特·格林伍德', '罗茜·本杰明', '约翰·奥特曼', '詹姆斯·华莱士', '文森特·阿德里安', '拉斯科·阿特金斯', '乔纳森·奇塔姆', '迈克尔·科布', '耶稣·加洛', '亚当·兰伯特', '豪尔赫·莱昂·马丁内斯', '杰森· 莱恩斯', '伊斯雷尔·鲁兹', '普丽亚·布莱克本', '安德鲁·鲍尔曼', '罗伊斯·克罗宁', '埃斯·巴蒂', '菲利普·安德鲁', '亚当·劳夫', '德默特·墨菲']",39
费城故事,"['剧情', '同性']",['美国'],1993-12-22,8.7,"['汤姆·汉克斯', '丹泽尔·华盛顿', '罗伯塔·马克斯韦尔', '巴兹·基尔曼', '卡伦·芬利', '丹尼尔查普曼', '小马克索伦森', '杰弗利·威廉姆森', '查尔斯格伦', '罗恩·沃特', '安娜·迪佛·史密斯', '斯蒂芬妮罗斯哈伯尔', '丽莎塔利里科', '乔安娜·伍德沃德', '杰森·罗巴兹', '罗伯特·雷吉利', '钱德拉·威尔森', '大卫·德雷克', '安东尼奥·班德拉斯', '布莱德利·惠特福德', '莉萨·萨默乌', '乔伊佩里洛', '崔西·沃特', '朱利叶斯·欧文', '安·唐德', '凯蒂林德纳', '约翰·贝德福德·劳埃德', '罗伯特·W·卡斯尔', '亚当·勒费弗', '加里·高兹曼', '丹尼尔·冯·巴根', '多萝西戴姆', '肯尼思·厄特', '劳伦斯·T·伦茨', '玛丽·斯汀伯根', '奥巴·巴巴图德', '查尔斯·纳佩尔', '罗杰·科曼', '爱德华·伦德尔', '凯瑟琳·威特', '简博尔坎', '迈克尔卡兰', '瓦莱里奥贝维拉瓜', '小罗伊布朗特', '昆廷·克里斯普', '托尼·德文', '塔克·藤本', 'Harry Northrup']",48
摇滚芭比,"['剧情', '喜剧', '同性', '音乐']",['美国'],2001-07-20,8.7,"['约翰·卡梅隆·米切尔', '米利亚姆·肖尔', '安德列·马丁', '阿尔贝塔·瓦特森', '迈克尔·皮特', '毛里斯·迪恩·温特']",6
谁先爱上他的,"['剧情', '喜剧', '同性']",['中国台湾'],2018-04-22,8.6,"['邱泽', '谢盈萱', '陈如山', '黄圣球', '周洺甫', '梁正群', '杨丽音', '安哲', '高隽雅', '吴定谦', '刘黛莹', '钟欣凌', '万芳', '高爱伦', '白痴公主', '范姜彦丰']",16
燃烧女子的肖像,"['剧情', '爱情', '同性']",['法国'],2019-05-19,8.6,"['诺米·梅兰特', '阿黛拉·哈内尔', '卢安娜·巴杰拉米', '瓦莱丽亚·戈利诺', '阿曼德·博兰格', '米歇尔·克莱门特']",6
迷恋荷尔蒙,"['剧情', '爱情', '犯罪', '同性']","['美国', '加拿大']",2003-05-31,8.6,"['特洛伊·格雷提', '李·佩斯', '安德鲁·布劳尔', '肖恩·海托西', '默温·蒙德瑟', '丹·皮特隆杰维奇', '迈克·瑞巴', '珍妮·卡列雅', '巴克莱·霍普', '文斯·科拉萨', '凯瑟琳·泽纳', 'Paul Mota']",12
烈焰焚币,"['剧情', '爱情', '犯罪', '惊悚', '同性']","['阿根廷', '西班牙', '乌拉圭']",2000-05-11,8.6,"['莱昂纳多·斯巴拉格利亚', '爱德华多·诺列加', '巴勃罗·埃查里', '蕾蒂西亚·布雷戴斯', 'Ricardo Bartis', '多洛莉丝·房兹', 'Carlos Roffé', '赫克多·艾戴里欧', '克劳迪奥·里西', '路易斯·齐姆博夫斯基', 'Adriana Varela', 'Ángel Alves', 'Carlos Buono', 'Noelia Campo', 'Víctor Hugo Carrizo', 'Ricardo Couto', 'Silvia Geijo', 'Jenny Goldstein', '爱德华多·米格里奥尼科', 'Gustavo Monje']",20
隐藏的恋情,"['剧情', '爱情', '战争', '同性']",['法国'],2005-03-07,8.6,"['杰瑞米·雷乃', '露易丝·莫诺特', '布鲁诺·托德契尼', '尼古拉斯·高布', '夏洛特·德·特汉姆', 'Michel Jonasz', '弗兰南·欧比', '米罗斯拉夫·科塞夫', 'Irinei Konstantinov', '尼古拉·乌鲁莫夫', '朱利安·维戈夫', '梅格莱娜·卡拉兰博娃', '托马·叙尔']",13
蓝,"['剧情', '传记', '同性']","['英国', '日本']",1993-10-03,8.6,"['约翰·昆汀', '尼吉尔·特瑞', '德里克·贾曼', '蒂尔达·斯文顿']",4
爱的真谛,"['剧情', '爱情', '同性']",['法国'],2008-03-26,8.6,"['尼古拉斯·高布', '米夏埃尔·科恩', '贝热尼丝·贝乔', 'Samuel Dupuy', '索菲·昆汀', '薇拉莉·邓泽里', 'Sophie De La Rochefoucauld', 'Nicolas Silberg', '瓦莱莉·迈蕾丝', '里顿·利普曼', '伊莎贝尔·费隆', '克莱门汀·塞拉里耶', '尼古拉斯·布赖恩松', '罗杰·杜马斯', '塞瑞尔·戴思科斯', 'Julien Campiglia']",16
单身男子,"['剧情', '同性']",['美国'],2009-09-11,8.5,"['科林·费尔斯', '朱丽安·摩尔', '尼古拉斯·霍尔特', '马修·古迪', '洪·科塔哈雷纳', '芮安·辛普金斯', '金妮弗·古德温', '泰迪·西尔斯', '阿莱·韦博', '凯莉·林·普拉特', '李·佩斯', '亚当·沙皮罗', '里奇·卡尼佩', '伊莉莎白·哈诺伊斯', '爱琳·丹尼尔斯', '妮可·斯坦维德尔', '唐·贝查迪', '布拉德·本尼迪克特', 'Richard Buckley', '布伦特·戈斯基', '乔恩·哈姆', '珍妮特·利', '梅利莎·古德温']",23
痛苦与荣耀,"['剧情', '同性']","['西班牙', '法国']",2019-03-13,8.5,"['安东尼奥·班德拉斯', '阿谢尔·埃特塞安迪亚', '莱昂纳多·斯巴拉格利亚', '诺拉·纳瓦斯', '胡丽叶塔·塞拉诺', '塞萨尔·文森特', '阿瑟·弗洛雷斯', '佩内洛普·克鲁兹', '塞西莉亚·罗特', '苏西·桑切斯', '劳尔·阿雷瓦洛', '佩德罗·卡萨布兰科', '朱利安·洛佩兹', '伊娃·马丁', '马里索尔·穆里尔', '阿古斯丁·阿莫多瓦', '沃伦·比蒂', '埃丝特·加西亚', '米娜', '娜塔莉·伍德', '费尔南多·伊格莱西亚斯']",21
人生密密缝,"['剧情', '同性', '家庭']",['日本'],2017-02-10,8.5,"['生田斗真', '桐谷健太', '柿原玲佳', '美村里江', '小池荣子', '门胁麦', '田中美佐子', '柏原收史', '高桥枫翔', '品川彻', '江口德子', '込江海翔']",12
自梳,"['剧情', '爱情', '同性']",['中国香港'],1997-10-23,8.5,"['刘嘉玲', '杨采妮', '归亚蕾', '李绮虹', '赵文瑄', '钱嘉乐', '董玮', '杨雪仪', '李钰', '李欣', '王章宝', '张鑫炎', '鲁在蕴']",13
夏威夷,"['剧情', '同性']",['阿根廷'],2013-04-13,8.5,"['曼努尔·维格诺', '马特奥·基亚里诺', 'Luz Palazon', 'Antonia De Michelis', 'Manuel Martínez Sobrado']",5
英伦性丑闻,"['剧情', '同性']",['英国'],2007-07-21,8.5,"['尼古拉斯·勒·普雷沃斯特', '哈莉特·伊斯特科特', '萨姆·修汉', '卡尔·戴维斯', '罗杰·巴克莱', '奥兰多·威尔斯', '威廉·丘布', '理查德·林特恩', '凯文·科尔森', '罗杰·阿什顿-格里菲斯', '苏珊·詹姆森', '斯蒂文·麦金托什', '埃里克·卡特', '马丁·赫特森', '达雷尔·席尔瓦']",15
小姐,"['剧情', '悬疑', '情色', '同性']",['韩国'],2016-05-14,8.4,"['金敏喜', '金泰梨', '河正宇', '赵震雄', '文素丽', '金海淑', '李龙女', '李东辉', '赵恩亨', '郑荷昙', '金仁宇', '金诗恩', '高木里奈', '崔秉默', '权爀', '足立智充', '林亨泰']",17
卡罗尔,"['剧情', '爱情', '同性']","['英国', '美国']",2015-05-17,8.4,"['凯特·布兰切特', '鲁妮·玛拉', '凯尔·钱德勒', '杰克·莱西', '莎拉·保罗森', '约翰·马加罗', '科里·迈克尔·史密斯', '凯文·克劳利', '凯瑞·布朗斯汀', '吉德雷·莫基利安妮特', '赛迪·海姆']",11
蓝宇,"['剧情', '爱情', '同性']","['中国大陆', '中国香港']",2001-11-22,8.4,"['胡军', '刘烨', '苏瑾', '李华彤', '卢芳', '张永宁', '李爽', '李滨', '张少华', '赵敏芬', '杜鹤']",11
阿黛尔的生活,"['剧情', '爱情', '同性']","['法国', '比利时', '西班牙']",2013-05-23,8.4,"['阿黛尔·艾克萨勒霍布洛斯', '蕾雅·赛杜', '萨利姆·克希乌什', '热雷米·拉厄尔特', '卡特琳·萨雷', '奥雷利安·雷克因', '莫娜·瓦尔拉芬斯', '阿尔玛·佐杜洛夫斯基', '安娜·卢瓦雷', '本杰明·思科索', '桑德尔·丰泰克', '卡米莉·拉瑟福德', '茱蒂斯·霍尔什奇', '露西·比巴尔', '本努瓦·匹隆', '芭娅·莱哈兹', '范妮莫林']",17
金枝玉叶,"['喜剧', '爱情', '同性']",['中国香港'],1994-07-23,8.4,"['袁咏仪', '张国荣', '刘嘉玲', '陈小春', '曾志伟', '罗家英', '林晓峰', '郑丹瑞', '李晓彤', '李浩林', '邓汉强', '皮特·斯普瑞尔', '许愿', '张同祖', '张之亮']",15
天鹅绒金矿,"['剧情', '同性', '音乐']","['英国', '美国']",1998-11-06,8.4,"['伊万·麦克格雷格', '乔纳森·莱斯·梅耶斯', '克里斯蒂安·贝尔', '托妮·科莱特', '艾迪·伊扎德', '艾米莉·伍夫', '迈克尔·菲斯特', '珍妮·麦克蒂尔', '卢克·摩根·奥利弗', '奥欣·琼斯', '沃什·韦斯特摩兰', '唐·费洛斯', '瑞恩·波普', '詹姆斯·弗朗西斯', '林赛·肯普', '约瑟夫·比蒂', '萨拉·卡伍德', '彼得·金', 'Roger Alborough', '威廉·基', '布莱恩·莫尔克', '安东尼·朗登', 'Xavior', 'Steve Hewitt', 'Keith-Lee Castle', 'Donna Matthews', '史蒂芬・欧斯戴', 'Ralph Morse']",28
蝴蝶君,"['剧情', '爱情', '同性']",['美国'],1993-09-09,8.4,"['杰瑞米·艾恩斯', '尊龙', '巴巴拉·苏科瓦', '伊恩·理查森', 'Annabel Leventon', '理查德·麦克米伦', '弗农·多布切夫', '大卫·海布伦', 'Tristram Jellinek', '大卫·尼尔', 'Peter Messaline', 'Michael Mehlmann', 'George Jonas', 'Viktor Fülöp']",14
平常的心,"['剧情', '历史', '同性']",['美国'],2014-05-25,8.4,"['马克·鲁弗洛', '马特·波莫', '吉姆·帕森斯', '乔纳森·格罗夫', '朱莉娅·罗伯茨', '阿尔弗雷德·莫里纳', '泰勒·克奇', '丹尼斯·欧哈拉', '乔·曼特罗', '芬·维特洛克', '寇瑞·斯托尔', '黄荣亮', '弗兰克·德·胡里奥', '斯蒂芬·斯皮内拉', '阿曼德·舒尔茨', '科里·简森', '科雷·布里尔', '安德鲁·艾伯森', 'Sean Meehan', '乔·扎索']",20
上帝之国,"['剧情', '爱情', '同性']",['英国'],2017-01-23,8.4,"['乔什·奥康纳', '亚力克·塞克雷亚努', '杰玛·琼斯', '哈利·莱斯特·史密斯', '伊恩·哈特', '梅拉尼·基尔伯恩', '利亚姆·托马斯', '帕齐·费伦', '莫伊·哈桑', '纳维德·乔杜里', '莎拉·怀特']",11
菲洛梅娜,"['剧情', '传记', '同性', '家庭']","['英国', '美国', '法国']",2013-08-31,8.4,"['朱迪·丹奇', '史蒂夫·库根', '苏菲·肯尼迪·克拉克', '梅尔·温宁汉姆', '芭芭拉·杰夫德', '鲁斯·麦克卡比', '皮特·赫尔曼', '肖恩·马洪', '安娜·麦克西维尔·马丁', '米歇尔·费尔利', '乌米·马萨库', '夏莉·墨菲', '凯特·弗利特伍德', '内芙·加切夫', '西蒙内·拉赫比比', '凯茜·贝尔顿', '莎拉·斯图尔特', '艾略特·利维', '周佳纳', '朱莉·沃洛诺', '艾米·麦克爱丽丝特尔', '查尔斯·爱德华兹', '尼可拉·芬恩', '泽维尔·阿特金斯', '爱丽丝·爱德华兹', '妮卡·麦圭根']",26
与爱同居之永恒的爱,"['爱情', '同性', '家庭']",['泰国'],2020-01-29,8.4,"['苏帕西·宗澈瓦', '卡纳吾·翟彼帕塔纳朋', '坦纳永·王特拉库', '金纳·披吉·奥帕坤', '纳塔德·库纳功奇亚', '纳帕特·辛纳库安', '甘锡弗·西罗拉塔纳帕尼', '塔纳文·杜昂纳特', '王敏成', '塔纳育特·达功塔亚']",10
心底的逆流,"['剧情', '同性']","['秘鲁', '哥伦比亚', '法国', '德国']",2009-09-23,8.4,"['克里斯蒂安·梅卡多', '塔缇娜·阿斯滕戈', '马诺洛·卡多纳', 'Humberto Cavero', 'Haydeé Cáceres', 'Germán González']",6
伊莉莎与玛瑟拉,"['传记', '爱情', '同性']",['西班牙'],2019-02-13,8.4,"['纳塔利娅·德·莫利纳', '格蕾塔·费尔南德斯', '莎拉·卡萨斯诺瓦斯', '塔马·诺瓦斯', '路易斯·奥马', '曼诺罗·索洛', '玛丽亚·皮雅尔特', '弗兰塞斯克·奥雷利亚', '曼努埃尔·卢伦佐', '豪尔赫·苏克特', '安帕罗·莫雷诺', '雷蒙·德·伊斯班纳']",12
特殊的友情,"['剧情', '同性']",['法国'],1964-09-04,8.4,"['弗朗索瓦·兰克波', '迪戴·豪德品', 'François Leccia', '多米尼克·莫林', '路易斯·塞格纳', '米歇尔·布凯', '吕西安·纳特', 'Henri Coutet', '贝尔纳·米松', '科莱特·雷吉斯']",10
蓝色大门,"['剧情', '爱情', '同性']","['中国台湾', '法国']",2002-09-27,8.3,"['陈柏霖', '桂纶镁', '梁又琳', '仇政', '明金成', '林贤能', '黄江丰', '是元介', '姚元浩', '游智炜', '翁桂邦', '夏绍虞', '陈梦萱']",13
爱在暹罗,"['剧情', '爱情', '同性']",['泰国'],2007-11-22,8.3,"['维特维斯特·海伦亚沃恩酷', '马里奥·毛瑞尔', '赖拉·邦雅淑', '坎雅·拉坦娜佩琦', '辛扎伊·本班尼', '松希·努诺卡空希', '姘潘·布拉娜嫔', '阿缇·尼永库', '吉拉育·拉翁马尼', '查妮达帕·蓬信皮帕']",10
丹麦女孩,"['剧情', '传记', '爱情', '同性']","['英国', '美国', '比利时', '丹麦', '德国']",2015-09-05,8.3,"['埃迪·雷德梅恩', '艾丽西亚·维坎德', '本·卫肖', '塞巴斯蒂安·科赫', '艾梅柏·希尔德', '马提亚斯·修奈尔', '尼古拉斯·伍德森', '皮普·托伦斯', '克劳斯·布埃', '埃默拉尔德·芬内尔', '理查德·迪克森', '苏菲·肯尼迪·克拉克', '霍莉·韦斯顿', '艾莎·法比恩·罗斯', '米尔托斯·耶罗勒曼', 'Richard Dixon', '丽贝卡·鲁特', 'Tusse Silberg', '亨利·佩迪格鲁']",19
爱你，西蒙,"['喜剧', '爱情', '同性']",['美国'],2018-03-16,8.3,"['尼克·罗宾森', '詹妮弗·加纳', '乔什·杜哈明', '小豪尔赫·兰登伯格', '凯瑟琳·兰福德', '亚历山德拉·希普', '洛根·米勒', '凯南·朗斯代尔', '特丽莎·贝特曼', '托尼·海尔', '娜塔莎·罗斯韦尔', '迈尔斯·赫尔泽', '乔伊·保罗瑞', '克拉克·穆尔', '德鲁·斯塔基', '麦肯兹·林茨', '卡萨迪·麦克林西', '艾莉克斯·斯甘巴蒂', '贾米拉·汤普森', '艾米丽·乔丹', '帕特里克·多诺霍', '特雷勒·希尔', '泰勒·切斯', '哈龙·汗', '约书亚·米克尔', '尼古拉斯·斯塔格尔', '南茜·德·梅奥', '克里斯蒂安·奥乔·梅菲尔德', '钱特尔·D·克里斯托弗', '曼迪·法森', '菲利普·科文', '罗比·罗杰斯', '科尔顿·海恩斯', '罗伯·西蒙森', '黛西·罗斯·布莱内斯', '胡安·贾斯帕']",36
我自己的爱达荷,"['剧情', '爱情', '同性']",['美国'],1991-09-12,8.3,"['瑞凡·菲尼克斯', '基努·里维斯', '詹姆斯·拉索', '威廉·里克特', '罗德尼·哈维', '切瑞拉·凯瑟莉', '迈克尔·帕克', '弗利', '格蕾丝·扎布里斯基', '汤姆·特鲁普', '乌多·基尔', '萨莉·柯蒂斯', '罗伯特·李·皮彻林恩', 'Matthew Ebert', '斯科特·帕特里克·格林', ""Vana O'Brien"", 'Brian Wilson', '吉姆·卡维泽', 'Tiger Warren', 'Massimo Di Cataldo', 'Heather J. Braden', 'Kirsten Kuppenbender', 'Jesse Merz', '格斯·范·桑特']",24
我杀了我妈妈,"['剧情', '传记', '同性', '家庭']",['加拿大'],2009-09-15,8.3,"['泽维尔·多兰', '安娜·多尔瓦尔', '弗朗索瓦·阿诺德', '苏珊娜·克莱蒙', '帕翠西卡·图拉斯内', '尼尔斯·施内德', 'Monique Spaziani', '皮埃尔·查侬', 'Benoît Gouin', '雨果林·什维特·兰黛斯科', '弗朗西斯·达查梅', 'Émile Mailhiot', '曼努尔·泰德罗斯', 'Bianca Gervais']",14
米尔克,"['剧情', '传记', '同性']",['美国'],2008-11-26,8.3,"['西恩·潘', '乔什·布洛林', '詹姆斯·弗兰科', '迭戈·卢纳', '埃米尔·赫斯基', '艾丽森·皮尔', '丹尼斯·欧哈拉', 'Kenny New', '戴维·阿伦·霍奇斯', 'Drew Kuhse', '扎卡里·卡伯森', '丹尼·格利克尔', 'Tom Ammiano', '弗兰克·M·鲁宾逊', '余朝汉', '达斯汀·兰斯·布莱克', '斯科特·帕特里克·格林', '丹尼尔·兰德洛奇', '伊里斯·麦康利', 'Kristen Marie Holly', 'Logan Petrin', 'Brian Vowell', '布伦特·柯里根', '布兰登·博伊斯', '卢卡斯·格拉比', '维克多·加博', '约瑟夫·克罗斯', '戴夫·弗兰科', '霍华德·罗森曼', '波伊德·霍布鲁克', 'Tim Halpin', 'Lin Shukla', 'Shaun Landry', '塞雷娜·锡德', '杰夫·昆斯', '克里夫·琼斯', 'Matt Austin', '亚历克斯·冈萨雷斯', '皮切斯·克里斯', '史蒂文·韦格', 'Corbett Redford', '斯蒂芬·斯皮内拉', 'Ted Jan Roberts', '皮特·杰森', 'John Prudhont']",45
每分钟120击,"['剧情', '同性']",['法国'],2017-05-20,8.3,"['纳威尔·佩雷兹·毕斯卡亚特', '阿诺德·瓦卢瓦', '阿黛拉·哈内尔', '安托万·赖纳茨', '阿里尔·博伦斯坦', '费利克斯·马利陶德', '阿罗伊斯·索维奇', '西蒙·博尔加德', '梅迪·图尔', '西蒙·古拉', '科拉莉·吕西耶', '凯瑟琳·维纳提尔', '莎迪娅·本太耶布', '让-弗朗索瓦·奥古斯特', '塞缪尔·丘林', '卡洛琳·佩特']",16
不良教育,"['剧情', '犯罪', '悬疑', '惊悚', '同性']",['西班牙'],2004-09-16,8.3,"['盖尔·加西亚·贝纳尔', '费雷·马丁内兹', '丹尼尔·希梅内斯·卡乔', '路易斯·奥马', '弗朗西斯科·梅斯特', '弗郎西斯科·博伊拉', '胡安·费尔南德斯', '纳乔·佩雷斯', '哈维尔·卡马拉', '阿尔维托·费雷罗', '佩特拉·马丁内斯', 'Roberto Hoyas', '阿古斯丁·阿莫多瓦', '佩德罗·阿莫多瓦', '波尔·莫南', '萨拉·蒙铁儿', '蕾欧诺·瓦特林', '何塞·马利亚·亚兹皮克']",18
致允熙,"['剧情', '同性']",['韩国'],2019-10-12,8.3,"['金喜爱', '中村优子', '金素慧', '成侑彬', '木野花', '泷内公美', '金学善', '韩松熙', '尹泰熙', '刘在明']",10
爱，简单,"['剧情', '爱情', '同性']",['巴西'],2014-02-11,8.3,"['吉列尔梅·路宝', '法比欧·奥迪', '苔丝·阿莫林', '塞尔玛·爱格雷', '卢塞·德·索萨', '维克多·菲尔盖拉斯', '伊莎贝拉·瓜斯科', '朱利奥·马查多', '纳鲁纳·科斯塔', '露西亚·罗马诺']",10
夜间飞行,"['剧情', '爱情', '同性']",['韩国'],2014-02-07,8.3,"['郭时旸', '李再俊', '朴美贤', '金贤成', '宋智浩', '李伊庚', '崔俊熙']",7
鸣鸟不飞：乌云密布,"['动画', '同性']",['日本'],2020-02-15,8.3,"['新垣樽助', '羽多野涉', '安元洋贵', '小野友树', '大川透', '兴津和幸', '三宅健太', '高濑右光', '佐藤拓也', '三宅贵大']",10
骄傲,"['剧情', '喜剧', '同性']",['英国'],2014-05-23,8.3,"['本·施耐泽', '乔治·麦凯', '帕迪·康斯戴恩', '艾美达·斯丹顿', '比尔·奈伊', '莫妮卡·杜兰', '多米尼克·韦斯特', '安德鲁·斯科特', '约瑟夫·吉尔根', '费伊·马赛', '弗莱迪·福克斯', '乔舒亚·希尔', '卡瑞娜·费尔南德斯', '利兹·怀特', '索菲亚·埃文斯', '拉塞尔·托维', '丽莎·帕弗瑞', '艾德·科尔曼', '蝶峰迪伦', '亨利·加勒特', 'Julie Barclay', 'Deddie Davies', '约翰尼·吉本', '门娜·特拉斯勒', '奥尔文·米蒂', '罗杰·莫里奇', '约瑟夫·威尔金斯', '马修·弗林', '凯尔·里斯', '理查德·尚克斯', '罗德里·梅里尔', 'Laura Matthews', '布莱恩·帕利', 'Sophie Evans', '杰西卡·古宁', 'Jordan Metcalfe']",36
